"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit"
"CA-2019-167199","2019-01-06","2019-01-10","Standard Class","ME-17320","Maria Etezadi","Home Office","United States","Henderson","Kentucky","42420","South","OFF-PA-10000955","Office Supplies","Paper","Southworth 25% Cotton Granite Paper & Envelopes","6.54","1","0.0","3.0084"
"CA-2019-130813","2019-01-06","2019-01-08","Second Class","LS-17230","Lycoris Saunders","Consumer","United States","Los Angeles","California","90049","West","OFF-PA-10002005","Office Supplies","Paper","Xerox 225","19.44","3","0.0","9.3312"
"CA-2019-105417","2019-01-07","2019-01-12","Standard Class","VS-21820","Vivek Sundaresam","Consumer","United States","Huntsville","Texas","77340","Central","FUR-FU-10004864","Furniture","Furnishings","Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock","76.728","3","0.6","-53.7096"
"CA-2019-105417","2019-01-07","2019-01-12","Standard Class","VS-21820","Vivek Sundaresam","Consumer","United States","Huntsville","Texas","77340","Central","OFF-BI-10003708","Office Supplies","Binders","Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""","10.43","7","0.8","-18.2525"
"CA-2019-135405","2019-01-09","2019-01-13","Standard Class","MS-17830","Melanie Seite","Consumer","United States","Laredo","Texas","78041","Central","OFF-AR-10004078","Office Supplies","Art","Newell 312","9.344","2","0.2","1.168"
"CA-2019-135405","2019-01-09","2019-01-13","Standard Class","MS-17830","Melanie Seite","Consumer","United States","Laredo","Texas","78041","Central","TEC-AC-10001266","Technology","Accessories","Memorex Micro Travel Drive 8 GB","31.2","3","0.2","9.75"
"CA-2019-149020","2019-01-10","2019-01-15","Standard Class","AJ-10780","Anthony Jacobs","Corporate","United States","Springfield","Virginia","22153","South","FUR-FU-10000965","Furniture","Furnishings","Howard Miller 11-1/2"" Diameter Ridgewood Wall Clock","51.94","1","0.0","21.2954"
"CA-2019-149020","2019-01-10","2019-01-15","Standard Class","AJ-10780","Anthony Jacobs","Corporate","United States","Springfield","Virginia","22153","South","OFF-LA-10004272","Office Supplies","Labels","Avery 482","2.89","1","0.0","1.3583"
"CA-2019-130092","2019-01-11","2019-01-14","First Class","SV-20365","Seth Vernon","Consumer","United States","Dover","Delaware","19901","East","FUR-FU-10000010","Furniture","Furnishings","DAX Value U-Channel Document Frames, Easel Back","9.94","2","0.0","3.0814"
"CA-2019-162775","2019-01-13","2019-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-ST-10000025","Office Supplies","Storage","Fellowes Stor/Drawer Steel Plus Storage Drawers","572.58","6","0.0","34.3548"
"CA-2019-162775","2019-01-13","2019-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-BI-10004187","Office Supplies","Binders","3-ring staple pack","5.64","3","0.0","2.7072"
"CA-2019-157147","2019-01-13","2019-01-18","Standard Class","BD-11605","Brian Dahlen","Consumer","United States","San Francisco","California","94109","West","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford","19.9","5","0.0","6.567"
"CA-2019-118192","2019-01-13","2019-01-18","Standard Class","MM-17920","Michael Moore","Consumer","United States","Newark","Ohio","43055","East","OFF-BI-10003476","Office Supplies","Binders","Avery Metallic Poly Binders","3.438","2","0.7","-2.5212"
"CA-2019-157147","2019-01-13","2019-01-18","Standard Class","BD-11605","Brian Dahlen","Consumer","United States","San Francisco","California","94109","West","OFF-ST-10000078","Office Supplies","Storage","Tennsco 6- and 18-Compartment Lockers","1325.85","5","0.0","238.653"
"CA-2019-118192","2019-01-13","2019-01-18","Standard Class","MM-17920","Michael Moore","Consumer","United States","Newark","Ohio","43055","East","OFF-PA-10002947","Office Supplies","Paper","Xerox 1923","37.408","7","1.5","13.0928"
"CA-2019-162775","2019-01-13","2019-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-EN-10001990","Office Supplies","Envelopes","Staple envelope","11.36","2","0.0","5.3392"
"CA-2019-109232","2019-01-13","2019-01-16","Second Class","ND-18370","Natalie DeCherney","Consumer","United States","Mount Pleasant","South Carolina","29464","South","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","545.94","6","0.0","87.3504"
"CA-2019-157147","2019-01-13","2019-01-18","Standard Class","BD-11605","Brian Dahlen","Consumer","United States","San Francisco","California","94109","West","FUR-BO-10003034","Furniture","Bookcases","O'Sullivan Elevations Bookcase, Cherry Finish","333.999","3","0.15","3.9294"
"CA-2019-162775","2019-01-13","2019-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","OFF-EN-10001532","Office Supplies","Envelopes","Brown Kraft Recycled Envelopes","50.94","3","0.0","25.47"
"CA-2019-162775","2019-01-13","2019-01-15","Second Class","CS-12250","Chris Selesnick","Corporate","United States","Bossier City","Louisiana","71111","South","TEC-AC-10003174","Technology","Accessories","Plantronics S12 Corded Telephone Headset System","646.74","6","0.0","258.696"
"CA-2019-149524","2019-01-14","2019-01-15","First Class","BS-11590","Brendan Sweed","Corporate","United States","Philadelphia","Pennsylvania","19140","East","FUR-BO-10003433","Furniture","Bookcases","Sauder Cornerstone Collection Library","61.96","4","0.5","-53.2856"
"CA-2019-103366","2019-01-15","2019-01-17","First Class","EH-13990","Erica Hackney","Consumer","United States","Roswell","Georgia","30076","South","TEC-AC-10003628","Technology","Accessories","Logitech 910-002974 M325 Wireless Mouse for Web Scrolling","149.95","5","0.0","65.978"
"CA-2019-115791","2019-01-16","2019-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-LA-10001074","Office Supplies","Labels","Round Specialty Laser Printer Labels","30.072","3","0.2","10.1493"
"CA-2019-115791","2019-01-16","2019-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","FUR-FU-10001095","Furniture","Furnishings","DAX Black Cherry Wood-Tone Poster Frame","127.104","6","0.2","28.5984"
"CA-2019-115791","2019-01-16","2019-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","TEC-PH-10004614","Technology","Phones","AT&T 841000 Phone","124.2","3","0.4","-31.05"
"CA-2019-115791","2019-01-16","2019-01-18","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Philadelphia","Pennsylvania","19134","East","OFF-BI-10001575","Office Supplies","Binders","GBC Linen Binding Covers","18.588","2","0.7","-13.6312"
"CA-2019-123477","2019-01-18","2019-01-21","Second Class","DW-13195","David Wiener","Corporate","United States","Springfield","Oregon","97477","West","OFF-AP-10000692","Office Supplies","Appliances","Fellowes Mighty 8 Compact Surge Protector","64.864","4","0.2","6.4864"
"CA-2019-146591","2019-01-19","2019-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets","32.34","10","0.7","-23.716"
"CA-2019-146591","2019-01-19","2019-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","OFF-PA-10000659","Office Supplies","Paper","TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page","56.064","4","0.2","19.6224"
"CA-2019-146591","2019-01-19","2019-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","OFF-EN-10002504","Office Supplies","Envelopes","Tyvek  Top-Opening Peel & Seel Envelopes, Plain White","108.72","5","0.2","36.693"
"CA-2019-146591","2019-01-19","2019-01-20","First Class","TS-21340","Toby Swindell","Consumer","United States","Scottsdale","Arizona","85254","West","FUR-BO-10001972","Furniture","Bookcases","O'Sullivan 4-Shelf Bookcase in Odessa Pine","181.47","5","0.7","-320.597"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","FUR-FU-10002268","Furniture","Furnishings","Ultra Door Push Plate","14.73","3","0.0","4.8609"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-BI-10004364","Office Supplies","Binders","Storex Dura Pro Binders","29.7","5","0.0","13.365"
"CA-2019-148614","2019-01-20","2019-01-25","Standard Class","MV-17485","Mark Van Huff","Consumer","United States","Los Angeles","California","90049","West","OFF-PA-10002893","Office Supplies","Paper","Wirebound Service Call Books, 5 1/2"" x 4""","19.36","2","0.0","9.2928"
"US-2019-147774","2019-01-20","2019-01-26","Standard Class","MM-18280","Muhammed MacIntyre","Corporate","United States","Smyrna","Tennessee","37167","South","OFF-BI-10003091","Office Supplies","Binders","GBC DocuBind TL200 Manual Binding Machine","67.194","1","0.7","-51.5154"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-AR-10004456","Office Supplies","Art","Panasonic KP-4ABK Battery-Operated Pencil Sharpener","43.92","3","0.0","12.7368"
"US-2019-147627","2019-01-20","2019-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","FUR-FU-10003194","Furniture","Furnishings","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","38.6","4","0.0","11.58"
"US-2019-147627","2019-01-20","2019-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","OFF-AR-10003811","Office Supplies","Art","Newell 327","6.63","3","0.0","1.7901"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-ST-10003123","Office Supplies","Storage","Fellowes Bases and Tops For Staxonsteel/High-Stak Systems","66.58","2","0.0","15.9792"
"US-2019-147627","2019-01-20","2019-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","FUR-CH-10002331","Furniture","Chairs","Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms","1067.94","3","0.0","224.2674"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-BI-10000605","Office Supplies","Binders","Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red","19.05","5","0.0","8.9535"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","FUR-FU-10002918","Furniture","Furnishings","Eldon ClusterMat Chair Mat with Cordless Antistatic Protection","272.94","3","0.0","30.0234"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-ST-10000760","Office Supplies","Storage","Eldon Fold 'N Roll Cart System","13.98","1","0.0","4.0542"
"US-2019-147627","2019-01-20","2019-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","OFF-EN-10001539","Office Supplies","Envelopes","Staple envelope","23.34","3","0.0","10.9698"
"US-2019-147627","2019-01-20","2019-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","OFF-AR-10002375","Office Supplies","Art","Newell 351","22.96","7","0.0","6.6584"
"CA-2019-148614","2019-01-20","2019-01-25","Standard Class","MV-17485","Mark Van Huff","Consumer","United States","Los Angeles","California","90049","West","FUR-FU-10003194","Furniture","Furnishings","Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak","19.3","2","0.0","5.79"
"CA-2019-167927","2019-01-20","2019-01-26","Standard Class","XP-21865","Xylona Preis","Consumer","United States","Westland","Michigan","48185","Central","OFF-AP-10002311","Office Supplies","Appliances","Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter","247.716","4","0.1","93.5816"
"US-2019-147627","2019-01-20","2019-01-26","Standard Class","HL-15040","Hunter Lopez","Consumer","United States","Jonesboro","Arkansas","72401","South","TEC-PH-10001061","Technology","Phones","Apple iPhone 5C","699.93","7","0.0","181.9818"
"CA-2019-110422","2019-01-21","2019-01-23","Second Class","TB-21400","Tom Boeckenhauer","Consumer","United States","Miami","Florida","33180","South","FUR-FU-10001889","Furniture","Furnishings","Ultra Door Pull Handle","25.248","3","0.2","4.1028"
"CA-2019-146997","2019-01-23","2019-01-27","Standard Class","SG-20605","Speros Goranitis","Consumer","United States","Lafayette","Indiana","47905","Central","OFF-FA-10003467","Office Supplies","Fasteners","Alliance Big Bands Rubber Bands, 12/Pack","5.94","3","0.0","0.0"
"CA-2019-102645","2019-01-23","2019-01-28","Standard Class","IM-15055","Ionia McGrath","Consumer","United States","Las Vegas","Nevada","89115","West","OFF-PA-10001804","Office Supplies","Paper","Xerox 195","40.08","6","0.0","19.2384"
"US-2019-155502","2019-01-26","2019-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","OFF-PA-10000380","Office Supplies","Paper","REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages","16.68","2","0.0","8.34"
"CA-2019-167997","2019-01-26","2019-01-29","First Class","CA-11965","Carol Adams","Corporate","United States","Rapid City","South Dakota","57701","Central","FUR-BO-10004409","Furniture","Bookcases","Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray","141.96","2","0.0","39.7488"
"US-2019-155502","2019-01-26","2019-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","TEC-PH-10002103","Technology","Phones","Jabra SPEAK 410","187.98","2","0.0","52.6344"
"US-2019-155502","2019-01-26","2019-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","FUR-FU-10001847","Furniture","Furnishings","Eldon Image Series Black Desk Accessories","12.42","3","0.0","4.4712"
"US-2019-155502","2019-01-26","2019-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","TEC-PH-10004833","Technology","Phones","Macally Suction Cup Mount","155.35","13","0.0","0.0"
"US-2019-155502","2019-01-26","2019-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","OFF-PA-10003072","Office Supplies","Paper","Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream","19.44","3","0.0","9.3312"
"US-2019-155502","2019-01-26","2019-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","OFF-ST-10004337","Office Supplies","Storage","SAFCO Commercial Wire Shelving, 72h","489.92","8","0.0","0.0"
"US-2019-155502","2019-01-26","2019-01-31","Standard Class","SD-20485","Shirley Daniels","Home Office","United States","Alexandria","Virginia","22304","South","FUR-FU-10004587","Furniture","Furnishings","GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack","62.82","3","0.0","30.7818"
"CA-2019-167997","2019-01-26","2019-01-29","First Class","CA-11965","Carol Adams","Corporate","United States","Rapid City","South Dakota","57701","Central","OFF-BI-10001758","Office Supplies","Binders","Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders","10.68","2","0.0","5.0196"
"US-2019-117163","2019-01-27","2019-02-02","Standard Class","EJ-13720","Ed Jacobs","Consumer","United States","San Diego","California","92037","West","OFF-ST-10003692","Office Supplies","Storage","Recycled Steel Personal File for Hanging File Folders","57.23","1","0.0","14.3075"
"US-2019-117163","2019-01-27","2019-02-02","Standard Class","EJ-13720","Ed Jacobs","Consumer","United States","San Diego","California","92037","West","OFF-AR-10003179","Office Supplies","Art","Dixon Ticonderoga Core-Lock Colored Pencils","36.44","4","0.0","12.0252"
"US-2019-117163","2019-01-27","2019-02-02","Standard Class","EJ-13720","Ed Jacobs","Consumer","United States","San Diego","California","92037","West","FUR-TA-10003469","Furniture","Tables","Balt Split Level Computer Training Table","333.0","3","0.2","-16.65"
"CA-2019-100328","2019-01-28","2019-02-03","Standard Class","JC-15340","Jasper Cacioppo","Consumer","United States","New York City","New York","10024","East","OFF-BI-10000343","Office Supplies","Binders","Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Light Blue","3.928","1","0.2","1.3257"
"CA-2019-134103","2019-01-30","2019-02-04","Standard Class","MV-18190","Mike Vittorini","Consumer","United States","Detroit","Michigan","48234","Central","OFF-ST-10000991","Office Supplies","Storage","Space Solutions HD Industrial Steel Shelving.","229.94","2","0.0","6.8982"
"CA-2019-134103","2019-01-30","2019-02-04","Standard Class","MV-18190","Mike Vittorini","Consumer","United States","Detroit","Michigan","48234","Central","OFF-PA-10001204","Office Supplies","Paper","Xerox 1972","10.56","2","0.0","4.752"
"CA-2019-115161","2019-01-31","2019-02-02","First Class","LC-17050","Liz Carlisle","Consumer","United States","Mission Viejo","California","92691","West","FUR-BO-10003966","Furniture","Bookcases","Sauder Facets Collection Library, Sky Alder Finish","290.666","2","0.15","3.4196"
"CA-2019-140795","2019-02-01","2019-02-03","First Class","BD-11500","Bradley Drucker","Consumer","United States","Green Bay","Wisconsin","54302","Central","TEC-AC-10001432","Technology","Accessories","Enermax Aurora Lite Keyboard","468.9","6","0.0","206.316"
"CA-2019-123400","2019-02-02","2019-02-09","Standard Class","EB-13930","Eric Barreto","Consumer","United States","Saint Petersburg","Florida","33710","South","OFF-BI-10000666","Office Supplies","Binders","Surelock Post Binders","18.336","2","0.7","-12.224"
"CA-2019-123400","2019-02-02","2019-02-09","Standard Class","EB-13930","Eric Barreto","Consumer","United States","Saint Petersburg","Florida","33710","South","TEC-PH-10002890","Technology","Phones","AT&T 17929 Lendline Telephone","180.96","5","0.2","13.572"
"CA-2019-139857","2019-02-02","2019-02-06","Standard Class","CD-12790","Cynthia Delaney","Home Office","United States","San Diego","California","92037","West","OFF-FA-10001843","Office Supplies","Fasteners","Staples","12.35","5","0.0","5.8045"
"CA-2019-111059","2019-02-03","2019-02-06","Second Class","TB-21400","Tom Boeckenhauer","Consumer","United States","Seattle","Washington","98105","West","OFF-BI-10002827","Office Supplies","Binders","Avery Durable Poly Binders","13.272","3","0.2","4.3134"
"CA-2019-111059","2019-02-03","2019-02-06","Second Class","TB-21400","Tom Boeckenhauer","Consumer","United States","Seattle","Washington","98105","West","OFF-BI-10004593","Office Supplies","Binders","Ibico Laser Imprintable Binding System Covers","83.84","2","0.2","27.248"
"CA-2019-107181","2019-02-04","2019-02-08","Standard Class","DB-13270","Deborah Brumfield","Home Office","United States","San Diego","California","92024","West","OFF-BI-10004230","Office Supplies","Binders","GBC Recycled Grain Textured Covers","82.896","3","0.2","29.0136"
"CA-2019-107181","2019-02-04","2019-02-08","Standard Class","DB-13270","Deborah Brumfield","Home Office","United States","San Diego","California","92024","West","OFF-PA-10000350","Office Supplies","Paper","Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book","34.24","4","0.0","16.0928"
"CA-2019-104808","2019-02-04","2019-02-08","Second Class","MH-17440","Mark Haberlin","Corporate","United States","Escondido","California","92025","West","OFF-BI-10003676","Office Supplies","Binders","GBC Standard Recycled Report Covers, Clear Plastic Sheets","17.248","2","0.2","6.0368"
"CA-2019-131905","2019-02-06","2019-02-09","First Class","ND-18460","Neil Ducich","Corporate","United States","Chesapeake","Virginia","23320","South","TEC-PH-10001615","Technology","Phones","AT&T CL82213","144.95","5","0.0","42.0355"
"CA-2019-131905","2019-02-06","2019-02-09","First Class","ND-18460","Neil Ducich","Corporate","United States","Chesapeake","Virginia","23320","South","TEC-PH-10003645","Technology","Phones","Aastra 57i VoIP phone","161.61","1","0.0","42.0186"
"CA-2019-131905","2019-02-06","2019-02-09","First Class","ND-18460","Neil Ducich","Corporate","United States","Chesapeake","Virginia","23320","South","OFF-LA-10002787","Office Supplies","Labels","Avery 480","15.0","4","0.0","7.2"
"CA-2019-108182","2019-02-06","2019-02-10","Second Class","DL-13315","Delfina Latchford","Consumer","United States","Romeoville","Illinois","60441","Central","OFF-BI-10001196","Office Supplies","Binders","Avery Flip-Chart Easel Binder, Black","8.952","2","0.8","-14.7708"
"CA-2019-107755","2019-02-07","2019-02-12","Standard Class","CK-12760","Cyma Kinney","Corporate","United States","Linden","New Jersey","7036","East","TEC-AC-10000710","Technology","Accessories","Maxell DVD-RAM Discs","115.36","7","0.0","49.6048"
"US-2019-169390","2019-02-07","2019-02-10","Second Class","CS-12250","Chris Selesnick","Corporate","United States","New York City","New York","10024","East","OFF-ST-10001558","Office Supplies","Storage","Acco Perma 4000 Stacking Storage Drawers","64.96","4","0.0","9.744"
"CA-2019-125759","2019-02-08","2019-02-09","First Class","NM-18445","Nathan Mautz","Home Office","United States","North Las Vegas","Nevada","89031","West","FUR-FU-10002111","Furniture","Furnishings","Master Caster Door Stop, Large Brown","14.56","2","0.0","5.5328"
"CA-2019-168368","2019-02-11","2019-02-15","Second Class","GA-14725","Guy Armstrong","Consumer","United States","Columbia","Missouri","65203","Central","OFF-ST-10002583","Office Supplies","Storage","Fellowes Neat Ideas Storage Cubes","64.96","2","0.0","2.5984"
"CA-2019-168368","2019-02-11","2019-02-15","Second Class","GA-14725","Guy Armstrong","Consumer","United States","Columbia","Missouri","65203","Central","FUR-CH-10001146","Furniture","Chairs","Global Value Mid-Back Manager's Chair, Gray","60.89","1","0.0","15.2225"
"CA-2019-168368","2019-02-11","2019-02-15","Second Class","GA-14725","Guy Armstrong","Consumer","United States","Columbia","Missouri","65203","Central","OFF-LA-10004853","Office Supplies","Labels","Avery 483","14.94","3","0.0","6.8724"
"CA-2019-168368","2019-02-11","2019-02-15","Second Class","GA-14725","Guy Armstrong","Consumer","United States","Columbia","Missouri","65203","Central","OFF-BI-10004728","Office Supplies","Binders","Wilson Jones Turn Tabs Binder Tool for Ring Binders","9.64","2","0.0","4.4344"
"CA-2019-168368","2019-02-11","2019-02-15","Second Class","GA-14725","Guy Armstrong","Consumer","United States","Columbia","Missouri","65203","Central","FUR-FU-10002298","Furniture","Furnishings","Rubbermaid ClusterMat Chairmats, Mat Size- 66"" x 60"", Lip 20"" x 11"" -90 Degree Angle","332.94","3","0.0","53.2704"
"CA-2019-127614","2019-02-11","2019-02-15","Standard Class","NF-18385","Natalie Fritzler","Consumer","United States","Chesapeake","Virginia","23320","South","OFF-BI-10003291","Office Supplies","Binders","Wilson Jones Leather-Like Binders with DublLock Round Rings","17.46","2","0.0","8.2062"
"CA-2019-168368","2019-02-11","2019-02-15","Second Class","GA-14725","Guy Armstrong","Consumer","United States","Columbia","Missouri","65203","Central","OFF-BI-10004654","Office Supplies","Binders","VariCap6 Expandable Binder","51.9","3","0.0","24.393"
"CA-2019-127614","2019-02-11","2019-02-15","Standard Class","NF-18385","Natalie Fritzler","Consumer","United States","Chesapeake","Virginia","23320","South","FUR-TA-10003715","Furniture","Tables","Hon 2111 Invitation Series Corner Table","1256.22","-1","0.0","75.3732"
"CA-2019-127614","2019-02-11","2019-02-15","Standard Class","NF-18385","Natalie Fritzler","Consumer","United States","Chesapeake","Virginia","23320","South","TEC-AC-10001432","Technology","Accessories","Enermax Aurora Lite Keyboard","234.45","3","0.0","103.158"
"US-2019-110674","2019-02-12","2019-02-18","Standard Class","SC-20095","Sanjit Chand","Consumer","United States","Concord","California","94521","West","FUR-CH-10000225","Furniture","Chairs","Global Geo Office Task Chair, Gray","129.568","2","0.2","-24.294"
"CA-2019-121762","2019-02-14","2019-02-18","Standard Class","ML-17395","Marina Lichtenstein","Corporate","United States","Seattle","Washington","98103","West","OFF-SU-10000157","Office Supplies","Supplies","Compact Automatic Electric Letter Opener","238.62","2","0.0","4.7724"
"CA-2019-121762","2019-02-14","2019-02-18","Standard Class","ML-17395","Marina Lichtenstein","Corporate","United States","Seattle","Washington","98103","West","OFF-AP-10001293","Office Supplies","Appliances","Belkin 8 Outlet Surge Protector","81.96","2","0.0","22.9488"
"CA-2019-121762","2019-02-14","2019-02-18","Standard Class","ML-17395","Marina Lichtenstein","Corporate","United States","Seattle","Washington","98103","West","TEC-AC-10000736","Technology","Accessories","Logitech G600 MMO Gaming Mouse","239.97","3","0.0","86.3892"
"CA-2019-107706","2019-02-14","2019-02-19","Second Class","ST-20530","Shui Tom","Consumer","United States","Houston","Texas","77095","Central","OFF-PA-10000466","Office Supplies","Paper","Memo Book, 100 Message Capacity, 5 3/8” x 11”","16.176","3","0.2","6.066"
