"Order ID","Order Date","Ship Date","Ship Mode","Customer ID","Customer Name","Segment","Country","City","State","Postal Code","Region","Product ID","Category","Sub-Category","Product Name","Sales","Quantity","Discount","Profit"
"CA-2020-134719","2020-10-09","2020-10-14","Standard Class","JD-15790","John Dryer","Consumer","United States","Jacksonville","Florida","32216.0","South","OFF-ST-10004459","Office Supplies","Storage","Tennsco Single-Tier Lockers","1801.632","6.0","0.2","-337.806"
"CA-2020-132388","2020-10-09","2020-10-11","First Class","KN-16390","Katherine Nockton","Corporate","United States","Santa Barbara","California","93101.0","West","FUR-CH-10001714","Furniture","Chairs","Global Leather & Oak Executive Chair, Burgundy","362.136","3.0","0.2","-54.3204"
"CA-2020-109736","2020-10-09","2020-10-10","First Class","DJ-13420","Denny Joy","Corporate","United States","San Francisco","California","94109.0","West","OFF-PA-10004101","Office Supplies","Paper","Xerox 1894","45.36","7.0","0.0","21.7728"
"CA-2020-112522","2020-10-09","2020-10-16","Standard Class","DP-13165","David Philippe","Consumer","United States","Chicago","Illinois","60610.0","Central","OFF-AR-10003183","Office Supplies","Art","Avery Fluorescent Highlighter Four-Color Set","8.016","3.0","0.2","1.002"
"CA-2020-132388","2020-10-09","2020-10-11","First Class","KN-16390","Katherine Nockton","Corporate","United States","Santa Barbara","California","93101.0","West","OFF-LA-10000414","Office Supplies","Labels","Avery 503","31.05","3.0","0.0","14.904"
"US-2020-108966","2020-10-10","2020-10-17","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Fort Lauderdale","Florida","33311.0","South","OFF-ST-10000760","Office Supplies","Storage","Eldon Fold 'N Roll Cart System","22.368","2.0","0.2","2.5164"
"CA-2020-112053","2020-10-10","2020-10-12","Second Class","SH-20395","Shahid Hopkins","Consumer","United States","Rochester","New York","14609.0","East","TEC-AC-10002550","Technology","Accessories","Memorex 25GB 6X Branded Blu-Ray Recordable Disc, 30/Pack","31.95","1.0","0.0","2.2365"
"US-2020-108966","2020-10-10","2020-10-17","Standard Class","SO-20335","Sean O'Donnell","Consumer","United States","Fort Lauderdale","Florida","33311.0","South","FUR-TA-10000577","Furniture","Tables","Bretford CR4500 Series Slim Rectangular Table","957.5775","5.0","0.45","-383.031"
"CA-2020-159786","2020-10-11","2020-10-16","Second Class","RK-19300","Ralph Kennedy","Consumer","United States","Rochester","New York","14609.0","East","FUR-TA-10001307","Furniture","Tables","SAFCO PlanMaster Heigh-Adjustable Drafting Table Base, 43w x 30d x 30-37h, Black","209.67","1.0","0.4","-13.978"
"CA-2020-142993","2020-10-11","2020-10-16","Standard Class","KA-16525","Kelly Andreada","Consumer","United States","Seattle","Washington","98103.0","West","TEC-AC-10003038","Technology","Accessories","Kingston Digital DataTraveler 16GB USB 2.0","17.9","2.0","0.0","3.401"
"CA-2020-142993","2020-10-11","2020-10-16","Standard Class","KA-16525","Kelly Andreada","Consumer","United States","Seattle","Washington","98103.0","West","OFF-ST-10000934","Office Supplies","Storage","Contico 72""H Heavy-Duty Storage System","81.96","2.0","0.0","0.0"
"CA-2020-102281","2020-10-11","2020-10-13","First Class","MP-17470","Mark Packer","Home Office","United States","New York City","New York","10035.0","East","TEC-PH-10001552","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","71.76","6.0","0.0","20.0928"
"CA-2020-134747","2020-10-11","2020-10-16","Second Class","DL-12925","Daniel Lacy","Consumer","United States","Noblesville","Indiana","46060.0","Central","TEC-PH-10001750","Technology","Phones","Samsung Rugby III","263.96","4.0","0.0","71.2692"
"CA-2020-102281","2020-10-11","2020-10-13","First Class","MP-17470","Mark Packer","Home Office","United States","New York City","New York","10035.0","East","OFF-PA-10000061","Office Supplies","Paper","Xerox 205","51.84","8.0","0.0","24.8832"
"CA-2020-134747","2020-10-11","2020-10-16","Second Class","DL-12925","Daniel Lacy","Consumer","United States","Noblesville","Indiana","46060.0","Central","OFF-BI-10001308","Office Supplies","Binders","GBC Standard Plastic Binding Systems' Combs","12.56","2.0","0.0","5.652"
"CA-2020-102281","2020-10-11","2020-10-13","First Class","MP-17470","Mark Packer","Home Office","United States","New York City","New York","10035.0","East","FUR-BO-10002545","Furniture","Bookcases","Atlantic Metals Mobile 3-Shelf Bookcases, Custom Colors","626.352","3.0","0.2","46.9764"
"CA-2020-102281","2020-10-11","2020-10-13","First Class","MP-17470","Mark Packer","Home Office","United States","New York City","New York","10035.0","East","OFF-AR-10003514","Office Supplies","Art","4009 Highlighters by Sanford","19.9","5.0","0.0","6.567"
"CA-2020-134747","2020-10-11","2020-10-16","Second Class","DL-12925","Daniel Lacy","Consumer","United States","Noblesville","Indiana","46060.0","Central","TEC-PH-10002890","Technology","Phones","AT&T 17929 Lendline Telephone","135.72","3.0","0.0","35.2872"
"CA-2020-102281","2020-10-11","2020-10-13","First Class","MP-17470","Mark Packer","Home Office","United States","New York City","New York","10035.0","East","FUR-BO-10002613","Furniture","Bookcases","Atlantic Metals Mobile 4-Shelf Bookcases, Custom Colors","899.136","4.0","0.2","112.392"
"CA-2020-114300","2020-10-12","2020-10-16","Standard Class","AF-10885","Art Foster","Consumer","United States","Louisville","Kentucky","40214.0","South","TEC-PH-10001552","Technology","Phones","I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink","83.72","7.0","0.0","23.4416"
"CA-2020-114300","2020-10-12","2020-10-16","Standard Class","AF-10885","Art Foster","Consumer","United States","Louisville","Kentucky","40214.0","South","FUR-CH-10001891","Furniture","Chairs","Global Deluxe Office Fabric Chairs","287.94","3.0","0.0","77.7438"
"US-2020-123918","2020-10-14","2020-10-14","Same Day","CG-12520","Claire Gute","Consumer","United States","Dallas","Texas","75217.0","Central","OFF-PA-10003001","Office Supplies","Paper","Xerox 1986","5.344","1.0","0.2","1.8704"
"US-2020-126235","2020-10-14","2020-10-14","Same Day","GA-14725","Guy Armstrong","Consumer","United States","Mount Pleasant","Michigan","48858.0","Central","FUR-FU-10000719","Furniture","Furnishings","DAX Cubicle Frames, 8-1/2 x 11","17.14","2.0","0.0","6.1704"
"US-2020-118766","2020-10-14","2020-10-21","Standard Class","LS-16975","Lindsay Shagiari","Home Office","United States","Dallas","Texas","75217.0","Central","OFF-EN-10001415","Office Supplies","Envelopes","Staple envelope","4.464","1.0","0.2","1.674"
"CA-2020-129476","2020-10-14","2020-10-19","Standard Class","PA-19060","Pete Armstrong","Home Office","United States","Orland Park","Illinois","60462.0","Central","TEC-AC-10000844","Technology","Accessories","Logitech Gaming G510s - Keyboard","339.96","5.0","0.2","67.992"
"US-2020-118766","2020-10-14","2020-10-21","Standard Class","LS-16975","Lindsay Shagiari","Home Office","United States","Dallas","Texas","75217.0","Central","OFF-BI-10002813","Office Supplies","Binders","Avery Reinforcements for Hole-Punch Pages","3.96","10.0","0.8","-6.93"
"CA-2020-139731","2020-10-14","2020-10-14","Same Day","JE-15745","Joel Eaton","Consumer","United States","Amarillo","Texas","79109.0","Central","TEC-AC-10004975","Technology","Accessories","Plantronics Audio 995 Wireless Stereo Headset","263.88","3.0","0.2","42.8805"
"CA-2020-139731","2020-10-14","2020-10-14","Same Day","JE-15745","Joel Eaton","Consumer","United States","Amarillo","Texas","79109.0","Central","FUR-CH-10002024","Furniture","Chairs","HON 5400 Series Task Chairs for Big and Tall","2453.43","5.0","0.3","-350.49"
"US-2020-123918","2020-10-14","2020-10-14","Same Day","CG-12520","Claire Gute","Consumer","United States","Dallas","Texas","75217.0","Central","FUR-FU-10004952","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder w/Velcro Back, 8-1/2x11, 25/Bx","131.376","6.0","0.6","-95.2476"
"CA-2020-110765","2020-10-15","2020-10-19","Second Class","MP-17965","Michael Paige","Corporate","United States","New York City","New York","10011.0","East","TEC-PH-10004165","Technology","Phones","Mitel MiVoice 5330e IP Phone","824.97","3.0","0.0","214.4922"
"CA-2020-152527","2020-10-16","2020-10-16","Same Day","CM-12190","Charlotte Melton","Consumer","United States","Los Angeles","California","90004.0","West","OFF-ST-10003479","Office Supplies","Storage","Eldon Base for stackable storage shelf, platinum","77.88","2.0","0.0","3.894"
"CA-2020-105613","2020-10-17","2020-10-21","Standard Class","KN-16705","Kristina Nunn","Home Office","United States","Mcallen","Texas","78501.0","Central","OFF-AP-10000026","Office Supplies","Appliances","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection","73.164","6.0","0.8","-186.5682"
"CA-2020-105613","2020-10-17","2020-10-21","Standard Class","KN-16705","Kristina Nunn","Home Office","United States","Mcallen","Texas","78501.0","Central","TEC-AC-10000521","Technology","Accessories","Verbatim Slim CD and DVD Storage Cases, 50/Pack","27.696","3.0","0.2","3.462"
"CA-2020-127824","2020-10-17","2020-10-21","Standard Class","JC-15775","John Castell","Consumer","United States","Seattle","Washington","98115.0","West","TEC-PH-10004094","Technology","Phones","Motorola L703CM","249.584","2.0","0.2","15.599"
"CA-2020-127824","2020-10-17","2020-10-21","Standard Class","JC-15775","John Castell","Consumer","United States","Seattle","Washington","98115.0","West","FUR-FU-10002505","Furniture","Furnishings","Eldon 100 Class Desk Accessories","10.11","3.0","0.0","3.2352"
"CA-2020-127824","2020-10-17","2020-10-21","Standard Class","JC-15775","John Castell","Consumer","United States","Seattle","Washington","98115.0","West","OFF-PA-10001184","Office Supplies","Paper","Xerox 1903","17.94","3.0","0.0","8.7906"
"CA-2020-160171","2020-10-18","2020-10-23","Standard Class","RM-19675","Robert Marley","Home Office","United States","Los Angeles","California","90008.0","West","TEC-AC-10000892","Technology","Accessories","NETGEAR N750 Dual Band Wi-Fi Gigabit Router","270.0","3.0","0.0","97.2"
"CA-2020-160171","2020-10-18","2020-10-23","Standard Class","RM-19675","Robert Marley","Home Office","United States","Los Angeles","California","90008.0","West","OFF-AP-10000275","Office Supplies","Appliances","Sanyo Counter Height Refrigerator with Crisper, 3.6 Cubic Foot, Stainless Steel/Black","1640.7","5.0","0.0","459.396"
"CA-2020-131128","2020-10-18","2020-10-19","First Class","TB-21520","Tracy Blumstein","Consumer","United States","Concord","New Hampshire","3301.0","East","OFF-PA-10003591","Office Supplies","Paper","Southworth 100% Cotton The Best Paper","34.44","3.0","0.0","17.22"
"CA-2020-113901","2020-10-18","2020-10-23","Standard Class","NH-18610","Nicole Hansen","Corporate","United States","Detroit","Michigan","48227.0","Central","OFF-BI-10001249","Office Supplies","Binders","Avery Heavy-Duty EZD View Binder with Locking Rings","38.28","6.0","0.0","17.6088"
"CA-2020-113901","2020-10-18","2020-10-23","Standard Class","NH-18610","Nicole Hansen","Corporate","United States","Detroit","Michigan","48227.0","Central","TEC-PH-10002564","Technology","Phones","OtterBox Defender Series Case - Samsung Galaxy S4","149.95","5.0","0.0","44.985"
"CA-2020-150413","2020-10-18","2020-10-23","Second Class","CS-11860","Cari Schnelling","Consumer","United States","Dallas","Texas","75220.0","Central","OFF-BI-10000404","Office Supplies","Binders","Avery Printable Repositionable Plastic Tabs","1.72","1.0","0.8","-2.838"
"CA-2020-149097","2020-10-19","2020-10-23","Standard Class","SV-20785","Stewart Visinsky","Consumer","United States","Los Angeles","California","90045.0","West","FUR-FU-10003424","Furniture","Furnishings","Nu-Dell Oak Frame","74.76","7.0","0.0","23.9232"
"US-2020-160563","2020-10-19","2020-10-23","Standard Class","NS-18640","Noel Staavos","Corporate","United States","San Francisco","California","94109.0","West","TEC-AC-10002567","Technology","Accessories","Logitech G602 Wireless Gaming Mouse","239.97","3.0","0.0","86.3892"
"US-2020-160563","2020-10-19","2020-10-23","Standard Class","NS-18640","Noel Staavos","Corporate","United States","San Francisco","California","94109.0","West","FUR-FU-10001731","Furniture","Furnishings","Acrylic Self-Standing Desk Frames","16.02","6.0","0.0","6.0876"
"CA-2020-164623","2020-10-19","2020-10-21","First Class","MS-17770","Maxwell Schwartz","Consumer","United States","New York City","New York","10035.0","East","OFF-PA-10000249","Office Supplies","Paper","Easy-staple paper","24.56","2.0","0.0","11.5432"
"CA-2020-149097","2020-10-19","2020-10-23","Standard Class","SV-20785","Stewart Visinsky","Consumer","United States","Los Angeles","California","90045.0","West","FUR-TA-10001086","Furniture","Tables","SAFCO PlanMaster Boards, 60w x 37-1/2d, White Melamine","364.776","3.0","0.2","27.3582"
"US-2020-104430","2020-10-21","2020-10-25","Standard Class","LT-17110","Liz Thompson","Consumer","United States","Bloomington","Illinois","61701.0","Central","OFF-BI-10000301","Office Supplies","Binders","GBC Instant Report Kit","5.176","4.0","0.8","-7.764"
"CA-2020-169733","2020-10-21","2020-10-25","Second Class","GM-14500","Gene McClure","Consumer","United States","Hollywood","Florida","33021.0","South","OFF-ST-10000876","Office Supplies","Storage","Eldon Simplefile Box Office","9.952","1.0","0.2","0.9952"
"CA-2020-109190","2020-10-22","2020-10-27","Standard Class","CC-12685","Craig Carroll","Consumer","United States","Lubbock","Texas","79424.0","Central","OFF-BI-10000977","Office Supplies","Binders","Ibico Plastic Spiral Binding Combs","6.08","1.0","0.8","-10.336"
"CA-2020-132486","2020-10-22","2020-10-26","Second Class","JF-15355","Jay Fein","Consumer","United States","San Diego","California","92105.0","West","FUR-CH-10004495","Furniture","Chairs","Global Leather and Oak Executive Chair, Black","240.784","1.0","0.2","27.0882"
"CA-2020-132486","2020-10-22","2020-10-26","Second Class","JF-15355","Jay Fein","Consumer","United States","San Diego","California","92105.0","West","OFF-PA-10004971","Office Supplies","Paper","Xerox 196","11.56","2.0","0.0","5.6644"
"CA-2020-132486","2020-10-22","2020-10-26","Second Class","JF-15355","Jay Fein","Consumer","United States","San Diego","California","92105.0","West","OFF-EN-10002600","Office Supplies","Envelopes","Redi-Strip #10 Envelopes, 4 1/8 x 9 1/2","11.8","4.0","0.0","5.664"
"CA-2020-132486","2020-10-22","2020-10-26","Second Class","JF-15355","Jay Fein","Consumer","United States","San Diego","California","92105.0","West","FUR-CH-10001854","Furniture","Chairs","Office Star - Professional Matrix Back Chair with 2-to-1 Synchro Tilt and Mesh Fabric Seat","842.352","3.0","0.2","42.1176"
"CA-2020-132486","2020-10-22","2020-10-26","Second Class","JF-15355","Jay Fein","Consumer","United States","San Diego","California","92105.0","West","TEC-AC-10000710","Technology","Accessories","Maxell DVD-RAM Discs","148.32","9.0","0.0","63.7776"
"CA-2020-132486","2020-10-22","2020-10-26","Second Class","JF-15355","Jay Fein","Consumer","United States","San Diego","California","92105.0","West","FUR-CH-10004540","Furniture","Chairs","Global Chrome Stack Chair","191.968","7.0","0.2","16.7972"
"CA-2020-109190","2020-10-22","2020-10-27","Standard Class","CC-12685","Craig Carroll","Consumer","United States","Lubbock","Texas","79424.0","Central","TEC-CO-10001943","Technology","Copiers","Canon PC-428 Personal Copier","479.976","3.0","0.2","161.9919"
"CA-2020-109190","2020-10-22","2020-10-27","Standard Class","CC-12685","Craig Carroll","Consumer","United States","Lubbock","Texas","79424.0","Central","OFF-PA-10000069","Office Supplies","Paper","TOPS 4 x 6 Fluorescent Color Memo Sheets, 500 Sheets per Pack","60.736","8.0","0.2","20.4984"
"CA-2020-142692","2020-10-22","2020-10-27","Standard Class","AG-10495","Andrew Gjertsen","Corporate","United States","Seattle","Washington","98105.0","West","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders","3.592","1.0","0.2","1.1225"
"CA-2020-155068","2020-10-22","2020-10-22","Same Day","RA-19285","Ralph Arnett","Consumer","United States","Lakeland","Florida","33801.0","South","TEC-PH-10004924","Technology","Phones","SKILCRAFT Telephone Shoulder Rest, 2"" x 6.5"" x 2.5"", Black","11.824","2.0","0.2","1.0346"
"CA-2020-155068","2020-10-22","2020-10-22","Same Day","RA-19285","Ralph Arnett","Consumer","United States","Lakeland","Florida","33801.0","South","OFF-AR-10002656","Office Supplies","Art","Sanford Liquid Accent Highlighters","10.688","2.0","0.2","2.2712"
"CA-2020-155068","2020-10-22","2020-10-22","Same Day","RA-19285","Ralph Arnett","Consumer","United States","Lakeland","Florida","33801.0","South","TEC-PH-10004897","Technology","Phones","Mediabridge Sport Armband iPhone 5s","55.944","7.0","0.2","-13.2867"
"CA-2020-110877","2020-10-22","2020-10-25","First Class","JE-15715","Joe Elijah","Consumer","United States","Houston","Texas","77041.0","Central","TEC-PH-10002103","Technology","Phones","Jabra SPEAK 410","150.384","2.0","0.2","15.0384"
"CA-2020-110877","2020-10-22","2020-10-25","First Class","JE-15715","Joe Elijah","Consumer","United States","Houston","Texas","77041.0","Central","OFF-PA-10004621","Office Supplies","Paper","Xerox 212","36.288","7.0","0.2","12.7008"
"CA-2020-118738","2020-10-23","2020-10-29","Standard Class","AG-10495","Andrew Gjertsen","Corporate","United States","Houston","Texas","77041.0","Central","FUR-TA-10002607","Furniture","Tables","KI Conference Tables","347.361","7.0","0.3","-69.4722"
"CA-2020-149650","2020-10-23","2020-10-26","First Class","RD-19660","Robert Dilbeck","Home Office","United States","Oakland","California","94601.0","West","FUR-CH-10003956","Furniture","Chairs","Novimex High-Tech Fabric Mesh Task Chair","454.272","8.0","0.2","-73.8192"
"CA-2020-156608","2020-10-23","2020-10-28","Standard Class","MT-18070","Michelle Tran","Home Office","United States","San Antonio","Texas","78207.0","Central","OFF-BI-10004140","Office Supplies","Binders","Avery Non-Stick Binders","3.592","4.0","0.8","-6.286"
"CA-2020-118738","2020-10-23","2020-10-29","Standard Class","AG-10495","Andrew Gjertsen","Corporate","United States","Houston","Texas","77041.0","Central","OFF-PA-10003177","Office Supplies","Paper","Xerox 1999","15.552","3.0","0.2","5.4432"
"CA-2020-118738","2020-10-23","2020-10-29","Standard Class","AG-10495","Andrew Gjertsen","Corporate","United States","Houston","Texas","77041.0","Central","OFF-PA-10001166","Office Supplies","Paper","Xerox 2","10.368","2.0","0.2","3.6288"
"CA-2020-130848","2020-10-24","2020-10-24","Same Day","DG-13300","Deirdre Greer","Corporate","United States","Denver","Colorado","80219.0","West","FUR-CH-10000422","Furniture","Chairs","Global Highback Leather Tilter in Burgundy","582.336","8.0","0.2","-29.1168"
"CA-2020-105844","2020-10-24","2020-10-26","Second Class","JF-15415","Jennifer Ferguson","Consumer","United States","Sparks","Nevada","89431.0","West","OFF-AR-10001955","Office Supplies","Art","Newell 319","79.36","4.0","0.0","23.808"
"CA-2020-152891","2020-10-24","2020-10-29","Standard Class","TB-21625","Trudy Brown","Consumer","United States","San Francisco","California","94110.0","West","OFF-AR-10004648","Office Supplies","Art","Boston 19500 Mighty Mite Electric Pencil Sharpener","60.45","3.0","0.0","16.3215"
"CA-2020-109862","2020-10-24","2020-10-29","Standard Class","HK-14890","Heather Kirkland","Corporate","United States","Newark","Delaware","19711.0","East","TEC-PH-10004042","Technology","Phones","ClearOne Communications CHAT 70 OC Speaker Phone","158.99","1.0","0.0","41.3374"
"CA-2020-109862","2020-10-24","2020-10-29","Standard Class","HK-14890","Heather Kirkland","Corporate","United States","Newark","Delaware","19711.0","East","FUR-CH-10002439","Furniture","Chairs","Iceberg Nesting Folding Chair, 19w x 6d x 43h","291.1","5.0","0.0","75.686"
"CA-2020-152891","2020-10-24","2020-10-29","Standard Class","TB-21625","Trudy Brown","Consumer","United States","San Francisco","California","94110.0","West","FUR-TA-10001857","Furniture","Tables","Balt Solid Wood Rectangular Table","253.176","3.0","0.2","-31.647"
"CA-2020-150714","2020-10-25","2020-10-31","Standard Class","KH-16690","Kristen Hastings","Corporate","United States","Springfield","Oregon","97477.0","West","OFF-ST-10001809","Office Supplies","Storage","Fellowes Officeware Wire Shelving","718.64","10.0","0.2","-161.694"
"CA-2020-150714","2020-10-25","2020-10-31","Standard Class","KH-16690","Kristen Hastings","Corporate","United States","Springfield","Oregon","97477.0","West","OFF-BI-10002982","Office Supplies","Binders","Avery Self-Adhesive Photo Pockets for Polaroid Photos","14.301","7.0","0.7","-10.4874"
"CA-2020-156146","2020-10-25","2020-10-29","Second Class","AG-10495","Andrew Gjertsen","Corporate","United States","Peoria","Arizona","85345.0","West","TEC-PH-10001527","Technology","Phones","Plantronics MX500i Earset","68.72","2.0","0.2","-14.603"
"CA-2020-139290","2020-10-25","2020-10-29","Standard Class","MY-17380","Maribeth Yedwab","Corporate","United States","Rancho Cucamonga","California","91730.0","West","OFF-LA-10004008","Office Supplies","Labels","Avery 507","5.76","2.0","0.0","2.6496"
"CA-2020-156146","2020-10-25","2020-10-29","Second Class","AG-10495","Andrew Gjertsen","Corporate","United States","Peoria","Arizona","85345.0","West","TEC-PH-10001700","Technology","Phones","Panasonic KX-TG6844B Expandable Digital Cordless Telephone","105.584","2.0","0.2","9.2386"
"CA-2020-150714","2020-10-25","2020-10-31","Standard Class","KH-16690","Kristen Hastings","Corporate","United States","Springfield","Oregon","97477.0","West","OFF-AP-10003287","Office Supplies","Appliances","Tripp Lite TLP810NET Broadband Surge for Modem/Fax","203.88","5.0","0.2","20.388"
"CA-2020-150714","2020-10-25","2020-10-31","Standard Class","KH-16690","Kristen Hastings","Corporate","United States","Springfield","Oregon","97477.0","West","OFF-LA-10001474","Office Supplies","Labels","Avery 477","146.544","6.0","0.2","47.6268"
"CA-2020-150714","2020-10-25","2020-10-31","Standard Class","KH-16690","Kristen Hastings","Corporate","United States","Springfield","Oregon","97477.0","West","OFF-PA-10001497","Office Supplies","Paper","Xerox 1914","131.904","3.0","0.2","47.8152"
"CA-2020-162537","2020-10-27","2020-11-02","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky","42420.0","South","OFF-EN-10003862","Office Supplies","Envelopes","Laser & Ink Jet Business Envelopes","10.67","1.0","0.0","4.9082"
"CA-2020-162537","2020-10-27","2020-11-02","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky","42420.0","South","OFF-ST-10004258","Office Supplies","Storage","Portable Personal File Box","36.63","3.0","0.0","9.8901"
"CA-2020-162537","2020-10-27","2020-11-02","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky","42420.0","South","FUR-FU-10002885","Furniture","Furnishings","Magna Visual Magnetic Picture Hangers","24.1","5.0","0.0","9.158"
"CA-2020-162537","2020-10-27","2020-11-02","Standard Class","RD-19585","Rob Dowd","Consumer","United States","Henderson","Kentucky","42420.0","South","FUR-FU-10001918","Furniture","Furnishings","C-Line Cubicle Keepers Polyproplyene Holder With Velcro Backings","33.11","7.0","0.0","12.9129"
"CA-2020-110289","2020-10-28","2020-11-01","Standard Class","NB-18655","Nona Balk","Corporate","United States","San Francisco","California","94109.0","West","OFF-PA-10002986","Office Supplies","Paper","Xerox 1898","33.4","5.0","0.0","16.032"
"CA-2020-110289","2020-10-28","2020-11-01","Standard Class","NB-18655","Nona Balk","Corporate","United States","San Francisco","California","94109.0","West","OFF-EN-10001434","Office Supplies","Envelopes","Strathmore #10 Envelopes, Ultimate White","210.84","4.0","0.0","103.3116"
"US-2020-131359","2020-10-29","2020-11-01","Second Class","FA-14230","Frank Atkinson","Corporate","United States","Denver","Colorado","80219.0","West","TEC-MA-10000597","Technology","Machines","Lexmark S315 Color Inkjet Printer","59.994","2.0","0.7","-45.9954"
"US-2020-131359","2020-10-29","2020-11-01","Second Class","FA-14230","Frank Atkinson","Corporate","United States","Denver","Colorado","80219.0","West","TEC-CO-10001571","Technology","Copiers","Sharp 1540cs Digital Laser Copier","439.992","1.0","0.2","164.997"
"CA-2020-132318","2020-10-29","2020-11-01","First Class","TT-21220","Thomas Thornton","Consumer","United States","Virginia Beach","Virginia","23464.0","South","OFF-AP-10000026","Office Supplies","Appliances","Tripp Lite Isotel 6 Outlet Surge Protector with Fax/Modem Protection","182.91","3.0","0.0","53.0439"
"CA-2020-145758","2020-10-29","2020-10-29","Same Day","BF-11020","Barry Französisch","Corporate","United States","New York City","New York","10024.0","East","TEC-MA-10004552","Technology","Machines","Star Micronics TSP100 TSP143LAN Receipt Printer","1035.8","4.0","0.0","269.308"
"CA-2020-123673","2020-10-29","2020-10-31","Second Class","CH-12070","Cathy Hwang","Home Office","United States","Detroit","Michigan","48227.0","Central","TEC-PH-10001809","Technology","Phones","Panasonic KX T7736-B Digital phone","299.9","2.0","0.0","74.975"
"US-2020-131359","2020-10-29","2020-11-01","Second Class","FA-14230","Frank Atkinson","Corporate","United States","Denver","Colorado","80219.0","West","FUR-FU-10003026","Furniture","Furnishings","Eldon Regeneration Recycled Desk Accessories, Black","15.488","4.0","0.2","3.6784"
"US-2020-131359","2020-10-29","2020-11-01","Second Class","FA-14230","Frank Atkinson","Corporate","United States","Denver","Colorado","80219.0","West","TEC-PH-10004531","Technology","Phones","OtterBox Commuter Series Case - iPhone 5 & 5s","87.96","5.0","0.2","30.786"
